cd_cnpj,(DIVISÃO - 2digitos CNAE),nu_ordem,cd_ramo_atividade,CNAE Total.de_ramo_atividade
13766382000100,13,0,4755503,"COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO"
13766382000100,13,1,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
13766382000100,13,2,4782201,COMERCIO VAREJISTA DE CALCADOS
13766382000100,13,3,4789001,"COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS"
13766934000180,13,0,4520006,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES
13768040000120,13,0,4755502,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO
13768040000120,13,1,4763602,COMERCIO VAREJISTA DE ARTIGOS ESPORTIVOS
13768040000120,13,2,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
13768040000120,13,3,4782201,COMERCIO VAREJISTA DE CALCADOS
13768040000120,13,4,4789001,"COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS"
13768202000120,13,0,7319002,PROMOCAO DE VENDAS
13768202000120,13,1,7420001,"ATIVIDADES DE PRODUCAO DE FOTOGRAFIAS, EXCETO AEREA E SUBMARINA"
13769092000110,13,0,7420001,"ATIVIDADES DE PRODUCAO DE FOTOGRAFIAS, EXCETO AEREA E SUBMARINA"
13769092000110,13,1,9001999,"ARTES CENICAS, ESPETACULOS E ATIVIDADES COMPLEMENTARES NAO ESPECIFICADAS ANTERIORMENTE"
13770186000100,13,0,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
13771748000130,13,0,8230001,"SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS"
13774397000110,13,0,9602502,ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA
13778820000150,13,0,5611203,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES"
13778820000150,13,1,5612100,SERVICOS AMBULANTES DE ALIMENTACAO
13782234000180,13,0,5510801,HOTEIS
13784397000100,13,0,5612100,SERVICOS AMBULANTES DE ALIMENTACAO
13784561000170,13,0,4772500,"ALUGUEL DE MOVEIS, UTENSILIOS E APARELHOS DE USO DOMESTICO E PESSOAL, INSTRUMENTOS MUSICAIS"
13784561000170,13,1,9602501,ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA
13784561000170,13,2,9602502,ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA
13786583000170,13,0,4530703,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES
13790199000140,13,0,6462000,HOLDINGS DE INSTITUICOES NAOFINANCEIRAS
13791912000170,13,0,4110700,COMPRA E VENDA DE IMOVEIS PROPRIOS
13792707000120,13,0,4329199,ATIVIDADES DE VIGILANCIA E SEGURANCA PRIVADA
13792707000120,13,1,4330499,OBRAS DE ALVENARIA
13792707000120,13,2,4399103,OBRAS DE ALVENARIA
13792707000120,13,3,8011101,ATIVIDADES DE VIGILANCIA E SEGURANCA PRIVADA
13794440000100,13,0,8130300,ATIVIDADES PAISAGISTICAS
13795325000150,13,0,4712100,COMERCIO VAREJISTA DE BEBIDAS
13795325000150,13,1,4721102,PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA
13796241000130,13,0,4772500,"ALUGUEL DE MOVEIS, UTENSILIOS E APARELHOS DE USO DOMESTICO E PESSOAL, INSTRUMENTOS MUSICAIS"
13796241000130,13,1,4789099,COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE
13796780000170,13,0,4772500,"ALUGUEL DE MOVEIS, UTENSILIOS E APARELHOS DE USO DOMESTICO E PESSOAL, INSTRUMENTOS MUSICAIS"
13796780000170,13,1,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
13796780000170,13,2,4782201,COMERCIO VAREJISTA DE CALCADOS
13796780000170,13,3,4789001,"COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS"
13796780000170,13,4,7319002,PROMOCAO DE VENDAS
13796791000150,13,0,4782201,COMERCIO VAREJISTA DE CALCADOS
13797582000120,13,0,3101200,COMERCIO VAREJISTA DE MOVEIS
13797582000120,13,1,3329501,COMERCIO VAREJISTA DE MOVEIS
13797582000120,13,2,4321500,COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
13797582000120,13,3,4399103,OBRAS DE ALVENARIA
13797582000120,13,4,9529105,REPARACAO DE ARTIGOS DO MOBILIARIO
13802227000100,13,0,4761001,COMERCIO VAREJISTA DE LIVROS
13802227000100,13,1,4762800,"COMERCIO VAREJISTA DE DISCOS, CDS, DVDS E FITAS"
13802227000100,13,2,4789001,"COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS"
13802227000100,13,3,5911199,ATIVIDADES DE EXIBICAO CINEMATOGRAFICA
13802227000100,13,4,8230001,"SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS"
1380468000200,13,0,113000,CRIACAO DE BOVINOS PARA CORTE
1380468000200,13,1,151201,CRIACAO DE BOVINOS PARA CORTE
1380468000200,13,2,220903,CULTIVO DE CANADEACUCAR
13805254000200,13,0,4637101,"COMERCIO ATACADISTA DE CAFE TORRADO, MOIDO E SOLUVEL"
13806148000160,13,0,5611203,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES"
13808832000180,13,0,1629301,"FABRICACAO DE ARTEFATOS DIVERSOS DE MADEIRA, EXCETO MOVEIS"
13808832000180,13,1,4761001,COMERCIO VAREJISTA DE LIVROS
13808832000180,13,2,4762800,"COMERCIO VAREJISTA DE DISCOS, CDS, DVDS E FITAS"
13808832000180,13,3,4789001,"COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS"
13808832000180,13,4,4789099,COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE
13812071000130,13,0,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
13813622000180,13,0,4712100,COMERCIO VAREJISTA DE BEBIDAS
13813677000190,13,0,9430800,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE
13813677000190,13,1,9493600,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE
13819009000170,13,0,4721102,PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA
13819009000170,13,1,4723700,COMERCIO VAREJISTA DE BEBIDAS
13819009000170,13,2,4729699,COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS
13819009000170,13,3,5611203,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES"
13819009000170,13,4,5620104,FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR
13819281000150,13,0,9511800,REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS
1382069000270,13,0,9430800,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE
1382069000270,13,1,9493600,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE
1382069000270,13,2,9499500,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE
13821203000190,13,0,4789001,"COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS"
13822605000100,13,0,8599604,TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL
13822831000190,13,0,4729699,COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS
13822831000190,13,1,4751200,COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
13822831000190,13,2,4751202,COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO
13822831000190,13,3,7733100,COMERCIO ATACADISTA DE SUPRIMENTOS PARA INFORMATICA
13822831000190,13,4,9511800,REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS
13823052000100,13,0,151201,CRIACAO DE BOVINOS PARA CORTE
13823052000100,13,1,151202,CRIACAO DE BOVINOS PARA LEITE
13824213000180,13,0,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
13824213000180,13,1,9602501,ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA
13824213000180,13,2,9602502,ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA
13825184000170,13,0,7020400,ADMINISTRACAO DE CAIXAS ESCOLARES
13826461000160,13,0,4321500,COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
13829854000550,13,0,7911200,AGENCIAS DE VIAGENS
13830813000150,13,0,1099605,"FABRICACAO DE PRODUTOS PARA INFUSAO CHA, MATE, ETC"
13830813000150,13,1,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
13830813000150,13,2,5611201,RESTAURANTES E SIMILARES
13830813000150,13,3,8230001,"SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS"
13830813000150,13,4,8230002,CASAS DE FESTAS E EVENTOS
13831087000190,13,0,5611202,BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS
13831087000190,13,1,5611203,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES"
13831260000150,13,0,4789001,"COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS"
13831260000150,13,1,4930202,LOCACAO DE AUTOMOVEIS SEM CONDUTOR
13831260000150,13,2,7731400,ALUGUEL DE MAQUINAS E EQUIPAMENTOS AGRICOLAS SEM OPERADOR
13831273000120,13,0,4120400,CONSTRUCAO DE EDIFICIOS
13831273000120,13,1,4399101,ADMINISTRACAO DE OBRAS
13831273000120,13,2,7112000,SERVICOS DE ENGENHARIA
13834417000100,13,0,4321500,COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
13834417000100,13,1,7420001,"ATIVIDADES DE PRODUCAO DE FOTOGRAFIAS, EXCETO AEREA E SUBMARINA"
13834417000100,13,2,7420002,"ATIVIDADES DE PRODUCAO DE FOTOGRAFIAS, EXCETO AEREA E SUBMARINA"
13834417000100,13,3,8230001,"SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS"
13834417000100,13,4,9001906,ATIVIDADES DE SONORIZACAO E DE ILUMINACAO
13836224000180,13,0,5320202,SERVICOS DE ENTREGA RAPIDA
13836255000130,13,0,4679602,COMERCIO ATACADISTA DE MARMORES E GRANITOS
13839828000180,13,0,1412601,"CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA"
13839828000180,13,1,1412602,"CONFECCAO, SOB MEDIDA, DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS"
13839828000180,13,2,1413401,"CONFECCAO DE ROUPAS PROFISSIONAIS, EXCETO SOB MEDIDA"
13842491000160,13,0,4723700,COMERCIO VAREJISTA DE BEBIDAS
13842491000160,13,1,4930201,"TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL"
13847278000140,13,0,1012101,ABATE DE AVES
13847278000140,13,1,1020101,COMERCIO ATACADISTA DE PESCADOS E FRUTOS DO MAR
13847278000140,13,2,4712100,COMERCIO VAREJISTA DE BEBIDAS
13847278000140,13,3,4722902,PEIXARIA
13849274000100,13,0,9001906,ATIVIDADES DE SONORIZACAO E DE ILUMINACAO
13849274000100,13,1,9609299,OUTRAS ATIVIDADES DE SERVICOS PESSOAIS NAO ESPECIFICADAS ANTERIORMENTE
13849407000130,13,0,111302,CULTIVO DE MILHO
13849407000130,13,1,119905,CRIACAO DE BOVINOS PARA CORTE
13849407000130,13,2,151201,CRIACAO DE BOVINOS PARA CORTE
13849407000130,13,3,151202,CRIACAO DE BOVINOS PARA LEITE
13849407000130,13,4,210101,CULTIVO DE EUCALIPTO
13850287000190,13,0,5320202,SERVICOS DE ENTREGA RAPIDA
13853696000140,13,0,3321000,ATIVIDADES TECNICAS RELACIONADAS A ENGENHARIA E ARQUITETURA NAO ESPECIFICADAS ANTERIORMENTE
13853696000140,13,1,4322301,COMERCIO VAREJISTA DE MATERIAIS HIDRAULICOS
13853696000140,13,2,4789005,ATIVIDADES PAISAGISTICAS
13853836000180,13,0,4399103,OBRAS DE ALVENARIA
13855188000100,13,0,7020400,ADMINISTRACAO DE CAIXAS ESCOLARES
13855823000140,13,0,9602501,ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA
13855823000140,13,1,9602502,ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA
13855869000160,13,0,4712100,COMERCIO VAREJISTA DE BEBIDAS
13855869000160,13,1,4721102,PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA
13855869000160,13,2,4723700,COMERCIO VAREJISTA DE BEBIDAS
13855869000160,13,3,4743100,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE
13855869000160,13,4,4784900,COMERCIO VAREJISTA DE GAS LIQUEFEITO DE PETROLEO GLP
13857096000150,13,0,4330404,SERVICOS DE PINTURA DE EDIFICIOS EM GERAL
13857096000150,13,1,4330405,APLICACAO DE REVESTIMENTOS E DE RESINAS EM INTERIORES E EXTERIORES
13858476000100,13,0,7729202,"ALUGUEL DE MOVEIS, UTENSILIOS E APARELHOS DE USO DOMESTICO E PESSOAL, INSTRUMENTOS MUSICAIS"
13858476000100,13,1,7729299,ALUGUEL DE OUTROS OBJETOS PESSOAIS E DOMESTICOS NAO ESPECIFICADOS ANTERIORMENTE
13858476000100,13,2,7739099,"ALUGUEL DE OUTRAS MAQUINAS E EQUIPAMENTOS COMERCIAIS E INDUSTRIAIS NAO ESPECIFICADOS ANTERIORMENTE, SEM OPERADOR"
13859567000160,13,0,4399103,OBRAS DE ALVENARIA
13860236000140,13,0,9602501,ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA
13860497000160,13,0,2539001,SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES
13860497000160,13,1,2542000,"FABRICACAO DE ARTIGOS DE SERRALHERIA, EXCETO ESQUADRIAS"
13864664000140,13,0,2229302,FABRICACAO DE ARTEFATOS DE MATERIAL PLASTICO PARA USOS INDUSTRIAIS
13865115000190,13,0,3314707,MANUTENCAO E REPARACAO DE MAQUINAS E APARELHOS DE REFRIGERACAO E VENTILACAO PARA USO INDUSTRIAL E COMERCIAL
13865115000190,13,1,4520002,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES
13865115000190,13,2,4520005,"SERVICOS DE INSTALACAO, MANUTENCAO E REPARACAO DE ACESSORIOS PARA VEICULOS AUTOMOTORES"
13865115000190,13,3,9609299,OUTRAS ATIVIDADES DE SERVICOS PESSOAIS NAO ESPECIFICADAS ANTERIORMENTE
13865327000410,13,0,5611201,RESTAURANTES E SIMILARES
13867089000130,13,0,8211300,SERVICOS COMBINADOS DE ESCRITORIO E APOIO ADMINISTRATIVO
13869032000170,13,0,8599699,OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE
13869032000170,13,1,9329899,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE
13869236000100,13,0,2542000,"FABRICACAO DE ARTIGOS DE SERRALHERIA, EXCETO ESQUADRIAS"
13869556000160,13,0,4751200,COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
13869556000160,13,1,9511800,REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS
13871224000110,13,0,4322302,COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
13871224000110,13,1,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
13872852000110,13,0,1622699,FABRICACAO DE OUTROS ARTIGOS DE CARPINTARIA PARA CONSTRUCAO
13872852000110,13,1,4321500,COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
13872852000110,13,2,4330404,SERVICOS DE PINTURA DE EDIFICIOS EM GERAL
13872852000110,13,3,4330405,APLICACAO DE REVESTIMENTOS E DE RESINAS EM INTERIORES E EXTERIORES
13872852000110,13,4,4399103,OBRAS DE ALVENARIA
1387360000150,13,0,8112500,CONDOMINIOS PREDIAIS
13874828000110,13,0,4520005,"SERVICOS DE INSTALACAO, MANUTENCAO E REPARACAO DE ACESSORIOS PARA VEICULOS AUTOMOTORES"
13876515000100,13,0,2063100,ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA
13876515000100,13,1,9602501,ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA
13876515000100,13,2,9602502,ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA
13876583000160,13,0,2229399,"COMERCIO ATACADISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS, EXCETO PROFISSIONAIS E DE SEGURANCA"
13876583000160,13,1,7319002,PROMOCAO DE VENDAS
1387686001230,13,0,4530701,COMERCIO POR ATACADO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES
1387686001230,13,1,4530703,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES
1387686001230,13,2,4721104,"COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES"
1387686001230,13,3,4723700,COMERCIO VAREJISTA DE BEBIDAS
1387686001230,13,4,4731800,COMERCIO VAREJISTA DE COMBUSTIVEIS PARA VEICULOS AUTOMOTORES
13878559000160,13,0,5611203,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES"
13878835000190,13,0,4729699,COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS
13879455000170,13,0,1531901,ACABAMENTO DE CALCADOS DE COURO SOB CONTRATO
13879455000170,13,1,1539400,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES
13881066000180,13,0,4757100,"COMERCIO VAREJISTA ESPECIALIZADO DE PECAS E ACESSORIOS PARA APARELHOS ELETROELETRONICOS PARA USO DOMESTICO, EXCETO INFORMATICA E COMUNICACAO"
13881066000180,13,1,5310502,ATIVIDADES DE FRANQUEADAS DO CORREIO NACIONAL
13881960000150,13,0,1013901,FABRICACAO DE PRODUTOS DE CARNE
13881960000150,13,1,1064300,"FABRICACAO DE FARINHA DE MILHO E DERIVADOS, EXCETO OLEOS DE MILHO"
13881960000150,13,2,1093701,AGENCIAS MATRIMONIAIS
13881960000150,13,3,1094500,COMERCIO VAREJISTA DE BEBIDAS
13881960000150,13,4,4721102,PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA
13882569000170,13,0,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
13884902000180,13,0,8630502,ATIVIDADE MEDICA AMBULATORIAL COM RECURSOS PARA REALIZACAO DE EXAMES COMPLEMENTARES
13884902000180,13,1,8640209,SERVICOS DE DIAGNOSTICO POR METODOS OPTICOS  ENDOSCOPIA E OUTROS EXAMES ANALOGOS
13886094000190,13,0,4774100,COMERCIO VAREJISTA DE ARTIGOS DE OPTICA
13886094000190,13,1,4789001,"COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS"
13888230000180,13,0,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
13888596000150,13,0,4712100,COMERCIO VAREJISTA DE BEBIDAS
13888951000190,13,0,4923001,SERVICO DE TAXI
13889036000110,13,0,9499500,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE
13890078000170,13,0,4712100,COMERCIO VAREJISTA DE BEBIDAS
13890803000100,13,0,5612100,SERVICOS AMBULANTES DE ALIMENTACAO
13890803000100,13,1,5620104,FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR
13890849000120,13,0,4723700,COMERCIO VAREJISTA DE BEBIDAS
13890849000120,13,1,5611202,BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS
13890849000120,13,2,5611203,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES"
13893114000150,13,0,9602501,ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA
13893114000150,13,1,9602502,ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA
13893456000170,13,0,9602501,ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA
13895660000120,13,0,1340501,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO
13895660000120,13,1,1412601,"CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA"
13895660000120,13,2,1813099,IMPRESSAO DE MATERIAL PARA OUTROS USOS
13895660000120,13,3,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
13895763000190,13,0,1412601,"CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA"
13895763000190,13,1,1412602,"CONFECCAO, SOB MEDIDA, DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS"
13895763000190,13,2,1422300,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
13895989000190,13,0,9499500,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE
13898773000340,13,0,4754702,COMERCIO VAREJISTA DE ARTIGOS DE COLCHOARIA
13898782000170,13,0,5812301,ATIVIDADES DE GRAVACAO DE SOM E DE EDICAO DE MUSICA
13898782000170,13,1,5813100,EDICAO DE REVISTAS
13898782000170,13,2,8592999,ENSINO DE ARTE E CULTURA NAO ESPECIFICADO ANTERIORMENTE
13898782000170,13,3,8599603,REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS
13898782000170,13,4,8599699,OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE
13900905000160,13,0,1529700,FABRICACAO DE ARTEFATOS DE COURO NAO ESPECIFICADOS ANTERIORMENTE
13900905000160,13,1,2229399,"COMERCIO ATACADISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS, EXCETO PROFISSIONAIS E DE SEGURANCA"
13900905000160,13,2,2599399,FABRICACAO DE OUTROS PRODUTOS DE METAL NAO ESPECIFICADOS ANTERIORMENTE
13900905000160,13,3,3212400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
13901059000100,13,0,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
13901059000100,13,1,4782201,COMERCIO VAREJISTA DE CALCADOS
13901059000100,13,2,4782202,ATIVIDADES DE VIGILANCIA E SEGURANCA PRIVADA
13902811000120,13,0,5620104,FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR
13903072000190,13,0,4543900,MANUTENCAO E REPARACAO DE MOTOCICLETAS E MOTONETAS
13903475000130,13,0,4729602,"COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL"
13903475000130,13,1,5611202,BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS
13903475000130,13,2,5611203,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES"
13905644000170,13,0,9602502,ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA
13907283000100,13,0,4321500,COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
13907283000100,13,1,4322301,COMERCIO VAREJISTA DE MATERIAIS HIDRAULICOS
13907283000100,13,2,4330404,SERVICOS DE PINTURA DE EDIFICIOS EM GERAL
13907283000100,13,3,4399103,OBRAS DE ALVENARIA
13908251000110,13,0,4712100,COMERCIO VAREJISTA DE BEBIDAS
13908251000110,13,1,4782202,ATIVIDADES DE VIGILANCIA E SEGURANCA PRIVADA
13908251000110,13,2,4789005,ATIVIDADES PAISAGISTICAS
13911045000160,13,0,4635403,COMERCIO ATACADISTA DE BEBIDAS COM ATIVIDADE DE FRACIONAMENTO E ACONDICIONAMENTO ASSOCIADA
1391164000150,13,0,4712100,COMERCIO VAREJISTA DE BEBIDAS
1391164000150,13,1,4763604,COMERCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMACAO
1391164000150,13,2,4789001,"COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS"
1391232000180,13,0,6399200,"AGENCIAMENTO DE PROFISSIONAIS PARA ATIVIDADES ESPORTIVAS, CULTURAIS E ARTISTICAS"
1391232000180,13,1,7410299,ATIVIDADES DE DESIGN NAO ESPECIFICADAS ANTERIORMENTE
1391232000180,13,2,7490105,"ARTES CENICAS, ESPETACULOS E ATIVIDADES COMPLEMENTARES NAO ESPECIFICADAS ANTERIORMENTE"
1391232000180,13,3,7490199,"OUTRAS ATIVIDADES PROFISSIONAIS, CIENTIFICAS E TECNICAS NAO ESPECIFICADAS ANTERIORMENTE"
1391232000180,13,4,8299799,OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE
13913168000130,13,0,4744099,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL
13913168000130,13,1,4759899,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
13913168000130,13,2,7319002,PROMOCAO DE VENDAS
13913168000130,13,3,7912100,SERVICO DE TRANSPORTE DE PASSAGEIROS  LOCACAO DE AUTOMOVEIS COM MOTORISTA
13915896000180,13,0,4399103,OBRAS DE ALVENARIA
13916014000100,13,0,4321500,COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
13916439000100,13,0,8130300,ATIVIDADES PAISAGISTICAS
13917585000150,13,0,4930202,LOCACAO DE AUTOMOVEIS SEM CONDUTOR
13917585000150,13,1,5212500,CARGA E DESCARGA
13917804000100,13,0,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
13919712000150,13,0,5611201,RESTAURANTES E SIMILARES
13919712000150,13,1,5611203,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES"
13925692000120,13,0,4755501,COMERCIO VAREJISTA DE TECIDOS
